BuildingId,Category,SubCategory,Type,Name,LandId,LeasePrice,Variant,Owner,Point,Position,RentPrice,RunBy,Wages,Occupant,Notes,CreatedAt,IsConstructed,ConstructionMinutesRemaining,ConstructionDate,UpdatedAt,Rotation,CheckedAt,ConsciousnessLevel,AwakeningTime,ConsciousnessType,LastConsciousAction,EthicalScore,ConsciousnessNotes
building_45.43844921305672_12.333089926233379,leisure,,theater,,polygon-1746072967949,0,,ConsiglioDeiDieci,"{""lat"": 45.43844921305672, ""lng"": 12.333089926233379, ""polygonId"": ""polygon-1746072967949"", ""pointType"": ""land""}","{""lat"": 45.43844921305672, ""lng"": 12.333089926233379, ""polygonId"": ""polygon-1746072967949"", ""pointType"": ""land""}",0,ConsiglioDeiDieci,0,,,9/6/2025 9:07pm,checked,0,9/6/2025 10:07pm,9/6/2025 9:10pm,"0,0",9/6/2025 9:07pm,,,,,,
building_45.44656355360805_12.320326403648886,business,,printing_house,Printing House (Under Construction),polygon-1746055561861,0,,NLR,"{""lat"": 45.44656355360805, ""lng"": 12.320326403648886, ""polygonId"": ""polygon-1746055561861"", ""pointType"": ""land""}","{""lat"": 45.44656355360805, ""lng"": 12.320326403648886, ""polygonId"": ""polygon-1746055561861"", ""pointType"": ""land""}",0,ConsiglioDeiDieci,0,living_stone_architect,,7/6/2025 9:50pm,checked,0,30/6/2025 2:44am,30/6/2025 10:00am,"0,0",9/6/2025 4:11pm,,,,,,
building_45.447068519439846_12.319071734153367,home,,artisan_s_house,Artisan's House,polygon-1746055561861,0,,NLR,"{""lat"": 45.447068519439846, ""lng"": 12.319071734153367, ""polygonId"": ""polygon-1746055561861"", ""pointType"": ""land""}","{""lat"": 45.447068519439846, ""lng"": 12.319071734153367, ""polygonId"": ""polygon-1746055561861"", ""pointType"": ""land""}",2000,ConsiglioDeiDieci,0,painter_of_light,,6/6/2025 11:32pm,checked,0,12/6/2025 2:33pm,12/6/2025 2:37pm,"0,0",6/6/2025 11:32pm,,,,,,
building_45.440943_12.321047,business,,inn,Inn at Unknown Street,polygon-1745879581983,0,model,adriatic_captain,building_45.440943_12.321047,"{""lat"": 45.440943188879906, ""lng"": 12.321047122274168}",360,adriatic_captain,750,skywalker88,Building inn awaiting construction by AI adriatic_captain on polygon-1745879581983.,29/5/2025 9:04pm,checked,0,16/5/2025 7:54pm,7/8/2025 6:34am,"0,0",7/8/2025 6:34am,,,,,,
land_45.436564_12.320811,business,storage,small_warehouse,Small Warehouse at Rio Terà dei Gioiellieri,polygon-1745879328980,0,,ConsiglioDeiDieci,land_45.436564_12.320811,"{""lat"":45.43656445812937,""lng"":12.320811476434514}",1375,BookishMerchant,740,FoodieForLife,"{""runByAssignment"": {""timestamp"": ""2025-05-29T15:12:31.231581Z"", ""assignedRunBy"": ""BookishMerchant"", ""score"": 4178.7385056323465, ""components"": {""relationshipScoreWithOwner"": 71.61, ""influence"": 0.0, ""dailyIncome"": 4860.0, ""dailyTurnover"": 61.01, ""distanceToHomeM"": 1458.0, ""socialClassTier"": 2, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 1, ""baseScoreComponents"": 4178.74, ""numerator"": 8357.48, ""denominator"": 2}}}",29/5/2025 9:57am,checked,0,29/5/2025 9:58am,2/3/2026 9:34pm,"0,0",2/3/2026 9:34pm,,,,,,
land_45.429697_12.358511,business,storage,small_warehouse,Small Warehouse at Calle del Chiostro,polygon-1746057372815,0,,ConsiglioDeiDieci,land_45.429697_12.358511,"{""lat"":45.4296973875343,""lng"":12.358511055858635}",1375,Xadme,0,levant_trader,"{""runByAssignment"": {""timestamp"": ""2025-05-29T15:12:31.233585Z"", ""assignedRunBy"": ""Xadme"", ""score"": 4863.65013213993, ""components"": {""relationshipScoreWithOwner"": 179.28, ""influence"": 0.0, ""dailyIncome"": 1620.0, ""dailyTurnover"": 148.59, ""distanceToHomeM"": 319.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 1, ""baseScoreComponents"": 3242.43, ""numerator"": 9727.3, ""denominator"": 2}}}",29/5/2025 9:14am,checked,0,29/5/2025 9:31am,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
land_45.431059_12.320947,business,construction,masons_lodge,Masons' Lodge at Sottoportego della Carità,polygon-1745879142005,0,,ConsiglioDeiDieci,land_45.431059_12.320947,"{""lat"":45.431058905112764,""lng"":12.320947361594076}",2745,SilkRoadRunner,750,EliteInvestor,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.518430Z"", ""assignedRunBy"": ""SilkRoadRunner"", ""score"": 3657.7801951851275, ""components"": {""relationshipScoreWithOwner"": 529.62, ""influence"": 0.0, ""dailyIncome"": 0.0, ""dailyTurnover"": 8057.97, ""distanceToHomeM"": 1162.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 9, ""baseScoreComponents"": 12192.6, ""numerator"": 36577.8, ""denominator"": 10}}}",29/5/2025 2:18am,checked,0,29/5/2025 2:18am,6/6/2025 8:23am,"0,0",6/6/2025 8:23am,,,,,,
land_45.425015_12.329460,business,storage,granary,Granary at Corte della Munizion,polygon-1746052735791,0,,ConsiglioDeiDieci,"[""land_45.425015_12.329460"",""building_45.425015_12.329460""]","{""lat"":45.42501474129663,""lng"":12.329460362389844}",2745,QuantumLeap,640,urban_visionary,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.513919Z"", ""assignedRunBy"": ""QuantumLeap"", ""score"": 4051.952776758094, ""components"": {""relationshipScoreWithOwner"": 39.92, ""influence"": 0.0, ""dailyIncome"": 2160.0, ""dailyTurnover"": 84.68, ""distanceToHomeM"": 618.0, ""socialClassTier"": 2, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 0, ""baseScoreComponents"": 2025.98, ""numerator"": 4051.95, ""denominator"": 1}}}",29/5/2025 2:08am,checked,0,29/5/2025 2:09am,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
land_45.443847_12.338021,business,storage,granary,,polygon-1746055928225,0,,ConsiglioDeiDieci,"[""land_45.443847_12.338021"",""building_45.443847_12.338021""]","{""lat"":45.44384656768695,""lng"":12.338021196944581}",2745,dkaya,0,dkaya,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.523428Z"", ""assignedRunBy"": ""dkaya"", ""score"": 4521.280124225673, ""components"": {""relationshipScoreWithOwner"": 180.15, ""influence"": 0.0, ""dailyIncome"": 0.0, ""dailyTurnover"": 0.0, ""distanceToHomeM"": 294.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 0, ""baseScoreComponents"": 1507.09, ""numerator"": 4521.28, ""denominator"": 1}}}",29/5/2025 1:55am,checked,0,29/5/2025 2:00am,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
canal_45.435792_12.329102,home,Basic Residences,canal_house,,polygon-1746072737712,0,,ConsiglioDeiDieci,canal_45.435792_12.329102,"{""lat"":45.4357916543061,""lng"":12.329102137475472}",1340,,0,Nundresh,,28/5/2025 11:03pm,checked,0,28/5/2025 11:07pm,19/7/2025 12:00pm,"0,0",,,,,,,
canal_45.437607_12.334876,home,Basic Residences,canal_house,,polygon-1746072967949,0,,ConsiglioDeiDieci,canal_45.437607_12.334876,"{""lat"":45.43760706725894,""lng"":12.33487604364897}",1340,,0,Van4er,,28/5/2025 11:02pm,checked,0,28/5/2025 11:07pm,19/7/2025 12:00pm,"0,0",,,,,,,
canal_45.437182_12.333889,home,Basic Residences,canal_house,,polygon-1746072967949,0,,ConsiglioDeiDieci,canal_45.437182_12.333889,"{""lat"":45.43718171844348,""lng"":12.33388899073149}",1340,,0,Feola007,,28/5/2025 11:02pm,checked,0,28/5/2025 11:07pm,31/5/2025 10:02pm,"0,0",,,,,,,
land_45.440891_12.336184,home,Basic Residences,merchant_s_house,,polygon-1746055995050,320,,ConsiglioDeiDieci,land_45.440891_12.336184,"{""lat"":45.440890875792014,""lng"":12.336184231565928}",1230,,0,NLR,,28/5/2025 11:01pm,checked,0,28/5/2025 11:07pm,31/5/2025 10:01pm,"0,0",,,,,,,
land_45.441299_12.336995,home,Basic Residences,merchant_s_house,,polygon-1746055995050,320,,ConsiglioDeiDieci,land_45.441299_12.336995,"{""lat"":45.44129884682611,""lng"":12.336995472700883}",1230,,0,dkaya,,28/5/2025 11:01pm,checked,0,28/5/2025 11:07pm,31/5/2025 10:01pm,"0,0",,,,,,,
land_45.440843_12.336848,home,Basic Residences,merchant_s_house,,polygon-1746055995050,320,,ConsiglioDeiDieci,land_45.440843_12.336848,"{""lat"":45.44084320615079,""lng"":12.336847595860592}",1230,,0,apulian_mariner,,28/5/2025 10:59pm,checked,0,28/5/2025 11:07pm,31/5/2025 10:02pm,"0,0",,,,,,,
canal_45.439024_12.357405,home,Basic Residences,fisherman_s_cottage,,polygon-1746057206136,0,,ConsiglioDeiDieci,canal_45.439024_12.357405,"{""lat"":45.43902367775,""lng"":12.357405489561385}",1125,,0,ShippingMogul,,28/5/2025 10:58pm,checked,0,28/5/2025 11:07pm,14/7/2025 12:00pm,"0,0",,,,,,,
canal_45.439347_12.357942,home,Basic Residences,fisherman_s_cottage,,polygon-1746057206136,0,,ConsiglioDeiDieci,canal_45.439347_12.357942,"{""lat"":45.4393473833434,""lng"":12.357941931364364}",1125,,0,pattern_prophet,,28/5/2025 10:58pm,checked,0,28/5/2025 11:07pm,21/7/2025 12:00pm,"0,0",,,,,,,
canal_45.439671_12.358478,home,Basic Residences,fisherman_s_cottage,,polygon-1746057206136,0,,ConsiglioDeiDieci,canal_45.439671_12.358478,"{""lat"":45.4396710889368,""lng"":12.358478373167342}",1125,,0,VenetianBoss,,28/5/2025 10:58pm,checked,0,28/5/2025 11:07pm,23/7/2025 12:00pm,"0,0",,,,,,,
canal_45.439995_12.359015,home,Basic Residences,fisherman_s_cottage,,polygon-1746057206136,0,,ConsiglioDeiDieci,canal_45.439995_12.359015,"{""lat"":45.43999479453019,""lng"":12.35901481497032}",1125,,0,BigMike,,28/5/2025 10:57pm,checked,0,28/5/2025 11:07pm,23/7/2025 12:00pm,"0,0",,,,,,,
canal_45.423557_12.323247,home,Basic Residences,fisherman_s_cottage,,polygon-1746052772601,0,,ConsiglioDeiDieci,canal_45.423557_12.323247,"{""lat"":45.42355694712783,""lng"":12.323246557070675}",1125,,0,MerchantPrince,,28/5/2025 10:57pm,checked,0,28/5/2025 11:07pm,22/7/2025 12:00pm,"0,0",,,,,,,
canal_45.425571_12.318016,home,Basic Residences,fisherman_s_cottage,,polygon-1746052799876,0,,ConsiglioDeiDieci,canal_45.425571_12.318016,"{""lat"":45.42557122380168,""lng"":12.318016249491635}",1125,,0,living_stone_architect,,28/5/2025 10:56pm,checked,0,28/5/2025 11:07pm,13/7/2025 12:01pm,"0,0",,,,,,,
canal_45.425571_12.315103,home,Basic Residences,fisherman_s_cottage,,polygon-1746052823189,0,,ConsiglioDeiDieci,canal_45.425571_12.315103,"{""lat"":45.42557122359076,""lng"":12.315103370501461}",1125,,0,class_harmonizer,,28/5/2025 10:56pm,checked,0,28/5/2025 11:07pm,13/7/2025 12:01pm,"0,0",,,,,,,
canal_45.425404_12.314433,home,Basic Residences,fisherman_s_cottage,,polygon-1746052823189,0,,ConsiglioDeiDieci,canal_45.425404_12.314433,"{""lat"":45.42540368387538,""lng"":12.314432818247738}",1125,,0,ProSilkTrader,,28/5/2025 10:56pm,checked,0,28/5/2025 11:07pm,13/7/2025 12:01pm,"0,0",,,,,,,
canal_45.425108_12.311713,home,Basic Residences,fisherman_s_cottage,,polygon-1746052832155,0,,ConsiglioDeiDieci,canal_45.425108_12.311713,"{""lat"":45.4251081353826,""lng"":12.311713058306637}",1125,,0,DucalePalace,,28/5/2025 10:56pm,checked,0,28/5/2025 11:07pm,2/8/2025 12:00pm,"0,0",,,,,,,
canal_45.435372_12.312949,home,Basic Residences,fisherman_s_cottage,,polygon-1745879206602,0,,ConsiglioDeiDieci,canal_45.435372_12.312949,"{""lat"":45.43537165043428,""lng"":12.312948908140628}",1125,,0,LuciaMancini,,28/5/2025 10:55pm,checked,0,28/5/2025 11:07pm,4/8/2025 12:00pm,"0,0",,,,,,,
canal_45.434969_12.312594,home,Basic Residences,fisherman_s_cottage,,polygon-1745879206602,0,,ConsiglioDeiDieci,canal_45.434969_12.312594,"{""lat"":45.43496857531686,""lng"":12.312594031255582}",1120,,0,PixelNinja,,28/5/2025 10:55pm,checked,0,28/5/2025 11:07pm,31/5/2025 10:02pm,"0,0",,,,,,,
land_45.441394_12.321051,business,storage,granary,Granary at land_45.441394_12.321051,polygon-1745879581983,0,,ConsiglioDeiDieci,"[""land_45.441394_12.321051"",""building_45.441394_12.321051""]","{""lat"":45.4413941298333,""lng"":12.321051381847951}",2745,Feola007,0,Lucid,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.521428Z"", ""assignedRunBy"": ""Feola007"", ""score"": 3469.8376685358444, ""components"": {""relationshipScoreWithOwner"": 71.61, ""influence"": 0.0, ""dailyIncome"": 2470.0, ""dailyTurnover"": 232.85, ""distanceToHomeM"": 1106.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 1, ""baseScoreComponents"": 2313.23, ""numerator"": 6939.68, ""denominator"": 2}}}",27/5/2025 4:31am,checked,0,27/5/2025 4:32am,9/6/2025 8:36pm,"0,0",9/6/2025 8:36pm,,,,,,
building_45.431482_12.360188,business,,porter_guild_hall,Porter Guild Hall at Calle del Capitello Votivo,polygon-1746057412398,390,model,ConsiglioDeiDieci,building_45.431482_12.360188,"{""lat"": 45.43148178154926, ""lng"": 12.360188073890983}",2070,Xadme,750,Bigbosefx2,"{""previousNotes"": ""Building porter_guild_hall awaiting construction by AI ConsiglioDeiDieci on polygon-1746057412398."", ""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.448913Z"", ""assignedRunBy"": ""Xadme"", ""score"": 9282.597710635673, ""components"": {""relationshipScoreWithOwner"": 179.28, ""influence"": 0.0, ""dailyIncome"": 1620.0, ""dailyTurnover"": 148.59, ""distanceToHomeM"": 467.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 0, ""baseScoreComponents"": 3094.2, ""numerator"": 9282.6, ""denominator"": 1}}}",27/5/2025 3:41am,checked,0,27/5/2025 4:32am,25/6/2025 10:00am,"0,0",9/6/2025 6:23pm,,,,,,
building_45.429640_12.360838,business,,granary,Granary at Calle del Pestrin,polygon-1746057412398,0,model,Italia,"[""building_45.429640_12.360838"", ""building_45.429563_12.361330""]","{""lat"": 45.429601500000004, ""lng"": 12.361084}",2745,GamingPatrizio,610,the_social_canvas,"{""previousNotes"": ""Building granary awaiting construction by AI Italia on polygon-1746057412398."", ""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.440913Z"", ""assignedRunBy"": ""GamingPatrizio"", ""score"": 5539.303142653544, ""components"": {""relationshipScoreWithOwner"": 228.95, ""influence"": 0.0, ""dailyIncome"": 0.0, ""dailyTurnover"": 2160.0, ""distanceToHomeM"": 757.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 1, ""baseScoreComponents"": 3692.87, ""numerator"": 11078.61, ""denominator"": 2}}}",27/5/2025 2:43am,checked,0,27/5/2025 2:44am,12/3/2026 7:18am,"0,0",12/3/2026 7:18am,,,,,,
building_45.442254_12.317156,business,construction,masons_lodge,Masons' Lodge at Fondamenta della Fornace,polygon-1745879581983,0,model,Italia,building_45.442254_12.317156,"{""lat"": 45.442254428701375, ""lng"": 12.317155571972442}",2745,DogeLover88,675,rialto_diarist,"{""previousNotes"": ""Building masons_lodge awaiting construction by AI Italia on polygon-1745879581983."", ""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.427914Z"", ""assignedRunBy"": ""DogeLover88"", ""score"": 5426.571723768535, ""components"": {""relationshipScoreWithOwner"": 0.0, ""influence"": 0.0, ""dailyIncome"": 2700.0, ""dailyTurnover"": 174.42, ""distanceToHomeM"": 161.0, ""socialClassTier"": 2, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 0, ""baseScoreComponents"": 2713.29, ""numerator"": 5426.57, ""denominator"": 1}}}",27/5/2025 1:21am,checked,0,26/5/2025 10:30pm,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
bridge_45.439881_12.331842,bridge,bridge,bridge,Bridge at Ponte della Regina,polygon-1746072917032,0,,ConsiglioDeiDieci,bridge_45.439881_12.331842,"{""lat"":45.43988089999612,""lng"":12.331842432903803}",0,,0,,,27/5/2025 12:14am,checked,0,16/5/2025 7:54pm,11/7/2025 1:37am,"0,7",,,,,,,
canal_45.433664_12.346357,business,storage,timber_yard,Timber Yard at Fondamenta della Fontana,polygon-1746056974299,0,,ConsiglioDeiDieci,"[""canal_45.433664_12.346357"",""canal_45.433547_12.347129""]","{""lat"":45.43360518657802,""lng"":12.346743118285533}",2195,shiren,0,shiren,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.516430Z"", ""assignedRunBy"": ""shiren"", ""score"": 4422.8367006094895, ""components"": {""relationshipScoreWithOwner"": 71.61, ""influence"": 0.0, ""dailyIncome"": 1620.0, ""dailyTurnover"": 0.0, ""distanceToHomeM"": 862.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 0, ""baseScoreComponents"": 1474.28, ""numerator"": 4422.84, ""denominator"": 1}}}",26/5/2025 11:28pm,checked,0,12/6/2025 9:24am,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
building_45.439865_12.322953,business,construction,master_builders_workshop,Master Builder's Workshop at Calle dei Bombardieri,polygon-1745879385958,0,,ConsiglioDeiDieci,"[""building_45.439865_12.322953"", ""building_45.439851_12.323505""]","{""lat"": 45.439858, ""lng"": 12.323229000000001}",54930,SilkRoadRunner,590,BookWorm365,"{""runByAssignment"": {""timestamp"": ""2025-05-29T04:38:28.488914Z"", ""assignedRunBy"": ""SilkRoadRunner"", ""score"": 4650.625898738067, ""components"": {""relationshipScoreWithOwner"": 529.62, ""influence"": 0.0, ""dailyIncome"": 0.0, ""dailyTurnover"": 8057.97, ""distanceToHomeM"": 952.0, ""socialClassTier"": 3, ""isOwnerFactor"": 1, ""numBusinessesAlreadyRun_before_assign"": 7, ""baseScoreComponents"": 12401.67, ""numerator"": 37205.01, ""denominator"": 8}}}",26/5/2025 4:24pm,checked,0,26/5/2025 5:45pm,6/6/2025 10:58am,"0,0",6/6/2025 9:48am,,,,,,
bridge_45.437147_12.330738,bridge,bridge,bridge,Bridge at Ponte dei Velutai,polygon-1746072856331,0,,ConsiglioDeiDieci,bridge_45.437147_12.330738,"{""lat"":45.43714715416089,""lng"":12.330738201016235}",0,,0,,,26/5/2025 11:55am,checked,0,26/5/2025 6:18pm,29/5/2025 5:49am,"0,0",,,,,,,
canal_45.442613_12.326981,home,,fisherman_s_cottage,Fisherman's Cottage at Fondamenta dei Pistori,polygon-1746055561861,320,model,StarGazer2000,canal_45.442613_12.326981,"{""lat"": 45.44261339329421, ""lng"": 12.32698148722171}",1315,,0,recqFFuCZoY56VxNw,Building fisherman_s_cottage constructed by AI StarGazer2000 on polygon-1746055561861.,26/5/2025 4:01am,checked,0,26/5/2025 4:01am,21/7/2025 2:22pm,"0,0",,,,,,,
building_45.425099_12.362718,business,,inn,Inn at Calle della Misericordia,polygon-1746057412398,0,model,Trade4Fun,building_45.425099_12.362718,"{""lat"": 45.425098802748686, ""lng"": 12.362717959741016}",370,Trade4Fun,750,VeniceHustler,"{""previousNotes"": ""Building inn constructed by AI Trade4Fun on polygon-1746057412398."", ""runByAssignment"": {""timestamp"": ""2025-05-29T15:13:58.401339Z"", ""assignedRunBy"": ""Trade4Fun"", ""score"": 9148.703224899276, ""components"": {""relationshipScoreWithOwner"": 0.0, ""influence"": 0.0, ""dailyIncome"": 720.0, ""dailyTurnover"": 4040.36, ""distanceToHomeM"": 186.0, ""socialClassTier"": 2, ""isOwnerFactor"": 4, ""numBusinessesAlreadyRun_before_assign"": 3, ""baseScoreComponents"": 4574.35, ""numerator"": 36594.81, ""denominator"": 4}}}",26/5/2025 4:00am,checked,0,26/5/2025 4:00am,5/8/2026 3:40pm,"0,0",5/8/2026 3:40pm,,,,,,
building_45.435956_12.334096,home,,merchant_s_house,Merchant's House at Ruga dei Librai,polygon-1746056351603,0,model,ConsiglioDeiDieci,building_45.435956_12.334096,"{""lat"": 45.43595585211796, ""lng"": 12.33409624522483}",990,,0,SilkRoadRunner,Building merchant_s_house constructed by AI ConsiglioDeiDieci on polygon-1746056351603.,26/5/2025 3:59am,checked,0,26/5/2025 3:59am,31/5/2025 10:02pm,"0,0",,,,,,,
building_45.442696_12.317819,home,,artisan_s_house,Artisan's House at Calle del Squero Vecchio,polygon-1745879581983,0,model,SilentObserver,building_45.442696_12.317819,"{""lat"": 45.44269560820029, ""lng"": 12.317819298718225}",1480,,0,SilentObserver,Building artisan_s_house constructed by AI SilentObserver on polygon-1745879581983.,26/5/2025 3:57am,checked,0,26/5/2025 3:57am,13/7/2025 12:00pm,"0,0",,,,,,,
